Characteristics,Score
"Cinnamon, cherry, cocoa, sweet tobacco, strawberry, plum, Complex, malic, citric, bright, lime, refined , Silky, buttery, molasses, jackfuit, lychee",89.33
"Cinnamon, bergamot, black tea, white grapes, vanilla, cherry, apple, orange zest, Citric, orange , Delicate, sweet long finish, creamy",89.32
"sugar cane, clove, orange, honey, black tea, rose, raisin, lemon curd, pear, cran-apple, structured., malic, citric, lively, integrated, , long cacao finish, balanced, delicate, improved on cool, long body,",89.31
"mint x4, eucalyptus, eucalyptus, fresh parsley, anise, cardamom, exotic, lemon peel, chocolate x4, mandarin, pineapple, juicy, sparkling, grapefruit, explosive, citric, zest lime, mint julep , aftertaste, good mouthful, clarity, minty chocolate, clean, exotic, unique.Body: silky, very syrupy",89.31
"delicate, black peach tea, refined, high florals, necatrine, mango, passion fruit, melon, black tea, umami, cherry, berries, raspberry, malic, tangy, well structured, tartaric, black grape like , integrated acidity and sweetnes, delicate mouthfeel, silky",89.31
"peach, honey, vanilla, cane sugar, jasmine, berries, pineapple molasses, chocolate, cherry, lively, cedar, lemon lime green apple, malic soft, citric, lively, sparkling,with spine , depth, smooth, dense, compact, balanced",89.3
"Muscat grape, Concorde grape, cherry, plum, red apple, peach, strawberry, orange, raspberry, allspice, black tea, malty, Brazil nut, honey, butterscotch, malic, green apple, bright, refined , tangerine, fruit candy, creamy aftertaste, consistent, very balanced",89.3
"Dark chocolate, blueberry, dry fruits, fig, butterscotch, fudge, apple, tangerine, molasses, black tea, nutmeg, grape, caramel, Very crisp, pointed, tartaric, structured , Silky mouthfeel, smooth, consistent, full, caramel, prunes, juicy, improved as cools",89.29
"blood orange, jasmine, apricot, peach, tropical fruit, passion fruit, blackcurrant, blueberry, prunes, lychee, maple syrup, brown sugar, cinnamon, sandalwood, cedar, tangy, bright, lemon, grape, grapefruit, lime, complex fruits , buttery mouthfeel, creamy, very clean and sweet, smooth",89.28
"black forest cake, apricot, pineapple, candied, condensed milk, stewed fruit, lime, melon, almond, walnut, , citric, lemon-lime, crisp, mild,  , creamy, syrupy, balanced, honey, ginger, ",89.28
"wildflower honey, green apple, red apple, red candy, lemonade, white grape, jasmine, raspberry, violet, floral, nectarine, banana, tropical fruits, complex, striking, mandarin, citric, radiant , marshmallow sweetness, clean and clear, improved on cool, vanilla, blueberry juice, rosehip and hazelnut",89.27
"Tea rose, mandarin, cranberry, berry, melon, tropical, sugary white grape, caramel, Juicy, bright , Long finish, integrated sweetness",89.27
"Strawberry, black cherry cranberry, melon, toffee, molasses, gum drops, Lemon peel, raspberry, clear acidity, orange, vibrant, brilliant , Very sweet, very balanced, complex sugars",89.27
"raisin, apple, brown sugar, strawberry, caramel, tea rose;, citric, grape-like, tangy, clean on and off, fresh, transparent; , pleasant, dry aftertaste, very clean ; notably sweet, silky, smooth",89.27
"Jasmine, peach, green grape, orange cherry, blackberry, red wine, black pepper, maple syrup, fig, fresh tobacco, vanilla, tamarind, red apple, honey crisp, flowery., Complex, phosphoric, tartaric, tangy, malic, citric. , Silkly texture, perfumed, red grape, balanced, melon, hefty body, balanced and consistent, salko, Amazonas.",89.27
"floral, vanilla, green apple, cinnamon, milk chocolate, almond, cherry, sweet cinnamon, peach, nutmeg;, crisp, tangy, pipe tobacco, complex; , complex, sweet sugar cane in aftertaste, caramel",89.27
"Coconut, banana, molasses, mango, jasmine, cherry, strawberry, plum, Sparkling acidity, tartaric , Well balanced, refreshing, sugarcane",89.27
"Caramel, chocolate, orange, vanilla, apricot, brown sugar, chocolate, brown sugar, almond, floral, green tea, honey, mandarin, mango, Citric, apple, malic, mandarin, orange, bright, complex , Honey, juicy, syrupy, sweet, clean, transparent, complete, silky, smooth, well balanced",89.27
"Milk chocolate, molasses, green apple, tangerine, grape, nutty, spicey aroma, papaya, Silky balanced citric acidity , Creamy, heavy, velvety mouthfeel",89.26
"lack cherry, red apple, lemon, strawberry, fig, dates, champagne, nougat, lactic, complex, bright, lime , long, sweet finish, molasses, cranberry, candied, well balanced, green apple",89.26
"cacoa, raspberry, plum and rum, black currant, boysenberry, cinnamon, cherry, papaya, mango, cherry compote, vanilla, watermelon, yellow melon, sparkling, complex, vibrant citric , hazelnut, creamy, brown sugar, cannabis, hops, bergamot",89.26
"orange blossom, florarl, honney suckle, floral, jazmin, lemon tea, swiss chocolate, pinapple, raspberry, creamy black tea, liveley, crisp, bright, refined, complex, peachy acidity , smooth and syrupy, long lasting end, persistent",89.25
"Milk chocolate, orange, hazelnut, black cherry, hibiscus, orange juice, mandarin, caramel, honey, Sweet and citric, very complex, clementine, subtle, elegant , Transparent, clean, chocolate vanilla, brown sugar, refreshing aftertaste",89.25
"honeysuckle, papaya, sweet melon, peach, mango, sweet spices, cedar, nuts, table grapes, dark chocolate, tartaric, delicate, refined , very transparent, toffee finish, buttery -full body",89.25
"floral, mango tropical fruit, lime, jasmine strawberry, honeydew, chocolate, caramel dark cherry, first flush Darjeeling tea, winy, bright citric, lemony , complex, long finish, long candy sweet finish great balance, all elements in place",89.25
"apricot, peach, chocolate, rose, floral, orange peel, lime, grape, citrus, peach like, pineapple , Juicy sweetness, very clean",89.25
"rhubarb, green grape, vanilla, brown sugar, cherry, chocolate, caramel, coriander, coconut, sugar cane, citric , creamy, juicy, winy, silky, lasting finish",89.24
"watermelon, caramel, blueberry, floral, black currant, milk chocolate, melon, tamarind, black fruit, dark chocolate;, berry-like, soft, fresh lime; , creamy mouthfeel, minty",89.23
"Honey, brown sugar, caramel, orange, apricot, melon, floral, molasses, nougat, peach, plum, red apple, Malic, citric, red apple, complex, grapes, intense, lemon , Honey, juicy, clean, round, structured, improved as it cools, well balanced",89.23
"cardamom, buttery, cherry, raspberry, cranberry, blueberry, nectarine, red fruits, tart, citric, snappy, orange, blood orange, refined , beautiful, crisp clean finish, velvety mouthfeel",89.23
"Blood orange, peach, citrus, berry, dark chocolate, spice, Complex, transparent, bright , Buttery, velvety, smooth, harmonious",89.23
"stawberry flavored milk, wine, white peach, jazmin, cooked banana, strawberry, positive herby, rose water, fruit mix, jackfruit, elegant, tartaric, butyaric , sweet long finish, toffee aftertaste, creamy",89.22
"Spicy, lemon, honey, grape, chocolate, dark chocolate, black berry, complex acidity, lemon lime , cocoa finish, very complex, sugar, creamy heavy mouth feel, very sweet",89.22
"melon orange, strawberry, cherry, stone fruity, apricot, subtle, layered tangerine , lingering aftertaste, long finish sugar cane juicy, nectar, honey, jasmine finish, watermelon, chocolate",89.22
"honey, papaya, milk chocolate, caramel, nougat, brown sugar, peach, nectarine, stone fruits, plum, lemon, grapefruit, apricot, orange, marzipan, hazelnut, green apple, lime acidity, lemon, green apple, malic, juicy , very refined, super clean, cocoa finish",89.22
"Rose, chocolate, brown sugar, dried marshmallow, amber honey, tangerine, malt, spicy sweet, Malic, soft , Creamy, thick mouth feel, very sweet, well balanced",89.21
"Orange marmalade, pomegranate, fig, red apple, honey, watermelon lemon, berry, molasses chocolate black pepper, caramel, caramel, raspberry, orange citrus aroma flower, berries, berries flavor, raspberries, complex, dimensional, honey, brown sugars, Rounded and sparkling acidity elegant, juicy, sirup, sugary , Peach, spice, caramel complex, clean finish",89.21
"Lemon lime, lychee, quince, guava, papaya, tropical cinnamon, orange, prune blueberry, cinnamon, spices blueberry, orange, red fruit sweet, creamy, dulce de leche, brown sugar, Tartaric complex acidity, fruit acidity. , Tropical, velvety, syrupy, sweet, intense round body, syrupy body,",89.21
"Floral, black grape, apricot, plum, grapefruit, jasmine, orange juice, honey, apple, cranberry, pineapple, nectarine, Malic, bright, sparkling , Extremely heavy body, smooth, lasting sweetness",89.21
"Peach, mango, lychee, jasmine, bergamot, chocolate, butterscotch, orange flower, caramel, tobacco, lemongrass, Sparkling, refined, crisp, complex, juicy, orange , Smooth and round, honey sweetness, smooth mouthfeel, long juicy aftertaste",89.2
"black currant, chocolate, jasmine, passionfruit, molasses, red apple,. Cardamom, orange blossom, rose, jasmine, popurri, very floral, , citric, white grape, tartaric,  , white wine, complex, pronounced, lemon, lavender, chamomile, lime custard,",89.2
"dark chocolate, citric fruits, floral, sweet, citric, lively, malic and complex , consistent, creamy body, lingering, refined and clean aftertaste, sweet and juicy",89.19
"Caramel, Brown sugar, Orange, Plum, Red apple, Bright, Citric, Malic, Orange , Juicy, Round, Smooth",89.18
"sweet aroma, peach, chocolate, passion fruit, nuts and marzipan, pear, apricot, graham, honey, juicy plums, maple syrup, nectarine, well structured, lively lemony , round mouthfeel, clean, complex coffee, long finish, lasting sweetness",89.16
"Dark fruits, salted caramel, hazelnuts, guava, butter, dolce la leche, vanilla, sweet lime, milk, coco, tamarind sweetness, sweet cherry, good florals, Citric/malic complex, lime, cherry, quince, balanced , Subtle fruit driven acidity, sweet coffee, caramel tones complex",89.16
"vanilla ice cream, rhubarb, coconut, peach, dark fruit, lemongrass, grapefruit, rose, brown sugar, honey, lychee, lavender, star fruit, pear like acidity, apricot, stone fruit, tartaric, lemon citrus, , long finish, structured, transparent, viscous, vanilla ice cream, pear, berry, lychee, lactic",89.15
"Sugar cane, spice, herbal, hazelnut, caramel, chocolate, floral, jasmine, honey, vanilla, orange, peach, mango, grapefruit, wine, cedar, rasberry, black currant, lemon, Orange, grape, complex, tartaric, structured, malic, crisp, citric, bright , Round, buttery, smooth, silky light as cooled, savory, lush",89.15
"stewed stone fruit, lime tangerine, raspberry, lavender, red peppercorn, chocolate, honey, peach, apricot, citric, tangy, complex , sweet corn, creamy body, great balance long-lasting finish, syrupy",89.15
"lychees, molasses, floral, mandarin, peach, jasmine, blackcurrant, milk chocolate, spicy, grape, tart, wine, apricot, melon liqueur, passion fruit, very bright, lime, granadilla , syrupy, finish, intense, panela, dark chocolate",89.15
"honey, grape, mango, peach, red wine, caramel, milk chocolate, cinnamon, raspberry, pink grapefruit, maple syrup, bright, crisp, critic  tangerine citric , long clean aftertaste, harmonious, very sweet, and juicy.Body: silky, creamy, big, round",89.15
"apricot, sugar cane, jasmine, red apple, white chocolate, sugar, chamomile, green mango, sugar cane, coffee blossom, apple, peaches, clean, good round smooth, citric, lively, vibrant , Creamy body, rich body, orange marmalade, nougat, grand marnier",89.15
"Orange blossom, blueberries, coconut, peach, honey floral., Refined, crisp, sweet refined red current, mouthfeel salivating, , Mouthwatering, juicy syrupy body.",89.14
"green apple, black cherry caramel, port wine, fruit, chocolate dark, caramel, sweet peas mango, complex, citrus, zesty, orange, green grape, plum , lingering aftertaste, unique ideal, strong personality, opened as cooled.Body: medium, creamy, balanced, gentle",89.13
" plum* apricot* red cherry, red current, red berry, raisin, very floral, caramel, orange, phosphoric , well balanced, thick candylike mouthfeel, smooth, good weight, long sweet finish",89.13
"jasmine, vanilla, honey, almonds, coconut, red apple, redcurrants, plum, grapes, cinnamon, brown sugar, molasses, raisins, sultanas, dried fruits, stewed fruits, poached fruits, strawberry, sweet tobacco, mild apple acidity, malic , complex, sparkling, balanced",89.12
"jasmine, floral, rose, cinnamon, watermelon, cedar, peach, green apple, cherry, plum, orange tea spices, honey, brown sugar, refined, elegant, citrus, juicy, lively, red grape-like , silky body, great texture, creamy, smooth dense, solid, consistent",89.12
"fruity, complex, sweet, peach, honey, berry, melon, Bourbón, vanilla, rose, roasted nuts, cherry, bright, crisp, citric, pineapple, apple, peach , very sweet, creamy, well-balanced",89.12
"floral, plums, orange, peach, cola, peach, jasmine, black current, viscous, complex, tartaric, lovely green apple, white wine , elegant, well balanced, integrated, toffee.Body: silky, round, creamy, consistent",89.11
"Cranberry, blueberry, hibiscus, floral, peach, raspberry, green apple, passionfruit, plum, blackberry, Tartaric, complex , Velvety mouthfeel, jammy mouthfeel, super clean, creamy mouthfeel, marshmallow",89.11
"apple, cinnamon, vanilla, anise port wine, floral, cranberry, peach, mango, white wine, grape fruit, sparkling, complex, bright, transparent , exotic, long juicy aftertaste.Body: big, juicy, syrupy, smooth, heavy",89.1
"Stewed fruit, jammy, pomegranate, strawberry, red cherry, passion fruit grapefruit, melon, peach, blackberry, molasses, chocolate, Green apple, citric, malic, tangerine, balanced, orange, well integrated , Winy, balanced, jammy, juicy, super heavy round body sweet",89.09
"peach, caramel, honey, mandarin, vanilla, chocolate, apple, plum, orange peel, rose,, tartaric, citric , juicy, creamy, very sweet, long sweet aftertaste, very smooth, lingering finish",89.09
"Cotton candy, lime, almond, caramel, refined sweets, vanilla flavor, grapefruit, melon honey dew, sweet fruits, candied fruits, elderberry, gooseberry, Citric, refreshing sweet acidity, bright melon, complete and structured , Transparent, balanced, long sweet finish, sugary, maple syrup, refined sugars",89.09
